Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013072,Personal Services Contractors - Treasury,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104137,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador 01,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador 01,OTA4000000081,,,2,Obligations,2022,279261,269635
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013072,Personal Services Contractors - Treasury,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104142,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador IFT,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador IFT,OTA4000000082,,,2,Obligations,2022,266594,257403
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,16,PC,Peace Corps,108,IAP,Inter America & the Pacific,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,2,Health and Population,122,Basic Health,12261,Health education,,,47,Health - General,44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,58143,U.S. Peace Corps Overseas Program Support,"Overseas program support costs in Ecuador. Includes overseas staff salaries and benefit costs, leases, staff travel, communications, conferences, supplies, equipment and International Cooperative Administrative Support Services (ICASS).  Excludes costs for training, medical and security.",,,,2,Obligations,2022,249845,241233
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013075,Metrica Inc.,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,103917,Technical Assistance for Technical Assistance for Budget and Financial Accountability - Ecuador,Technical Assistance for Technical Assistance for Budget and Financial Accountability - Ecuador,OTA2000000086,,,2,Obligations,2022,208999,201795
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013072,Personal Services Contractors - Treasury,3,Governance,151,Government and Civil Society,15114,Domestic revenue mobilisation,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104282,Technical Assistance for Technical Assistance for Revenue Policy and Administration - Ecuador,Technical Assistance for Technical Assistance for Revenue Policy and Administration - Ecuador,OTA5000000063,,,2,Obligations,2022,200663,193747
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,3,NGO,NGO - Non United States,7,4012416,Grupo FARO,3,Governance,151,Government and Civil Society,15150,Democratic participation and civil society,,,8,Good Governance,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,170867,Good Governance,"Support avenues for meaningful public participation and oversight, as well as for substantive separation of powers through institutional checks and balances. Transparency and integrity are also vital to government effectiveness and political stability.",DR.2,,,2,Obligations,2022,190000,183451
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,16,PC,Peace Corps,108,IAP,Inter America & the Pacific,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,1,Education,111,"Education, Level Unspecified",11110,Education policy and administrative management,,,22,"Policies, Regulations, and Systems",44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,58476,U.S. Peace Corps Volunteer Medical Support,"All costs associated with the medical support of volunteers in Ecuador. Includes costs of medical staff and care, staff and Volunteer medical-related travel, Volunteer medevac accompaniment travel, medical supplies, and distinct medical unit costs.",,,,2,Obligations,2022,162881,157266
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013075,Metrica Inc.,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104058,Technical Assistance for Technical Assistance for Economic Crimes - Ecuador,Technical Assistance for Technical Assistance for Economic Crimes - Ecuador,OTA3000000001,,,2,Obligations,2022,157138,151722
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013075,Metrica Inc.,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104139,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador 01,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador 01,OTA4000000081,,,2,Obligations,2022,148111,143005
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013072,Personal Services Contractors - Treasury,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104055,Technical Assistance for Technical Assistance for Economic Crimes - Ecuador,Technical Assistance for Technical Assistance for Economic Crimes - Ecuador,OTA3000000001,,,2,Obligations,2022,141572,136693
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,8,Enterprises,Enterprises - Non United States,20,3990007,Enterprise - Non United States Other,7,Other,410,General Environmental Protection,41010,Environmental policy and administrative management,,,25,Macroeconomic Foundation for Growth,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,170248,USAID/LAC Bureau Institutional Support Contract,Provide institutional support staffing services for the LAC Bureau and its Missions overseas. Support will include long and short-term staffing support services.,7200AA20N00003,,2025-08-09,2,Obligations,2022,125000,120692
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013075,Metrica Inc.,3,Governance,151,Government and Civil Society,15114,Domestic revenue mobilisation,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104285,Technical Assistance for Technical Assistance for Revenue Policy and Administration - Ecuador,Technical Assistance for Technical Assistance for Revenue Policy and Administration - Ecuador,OTA5000000063,,,2,Obligations,2022,115078,111111
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013075,Metrica Inc.,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,103822,Technical Assistance for Technical Assistance for Banking & Financial Services - Ecuador 02,Technical Assistance for Technical Assistance for Banking & Financial Services - Ecuador 02,OTA1000000087,,,2,Obligations,2022,113531,109618
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,1,Government,Government - United States,1,1000005,U.S. Government - Department of Treasury,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,102654,Technical Assistance for Government Debt & Infrastructure Finance - Ecuador 02 IFT,"This project will provide technical assistance to the newly established Public Private Partnership (PPP) unit in the Ministry of Economy and Finance (MEF). In 2016, Ecuador passed a law on PPPs and Foreign Investment with incentives such as tax benefits for undertaking public infrastructure projects including ports, airports, highways, electricity and urban mass transit. The law introduced essential elements regarding rules for structuring PPPs, features for private initiatives and mechanisms for compensation following early termination, and the like. This law was enacted to close gaps in existing laws necessary to initiate successful infrastructure PPP projects. The Advisor will provide infrastructure technical assistance to the Director of the PPP Unit at the MEF in the following areas: (1) Develop concession strategies for projects and enterprises to attract private sector investment; (2) Develop analytical framework for prioritizing projects for economic viability; and, (3) Build institutional and personnel capacity within the PPP Unit..",OTA4000000082,,,2,Obligations,2022,113044,109147
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,16,PC,Peace Corps,108,IAP,Inter America & the Pacific,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,2,Health and Population,122,Basic Health,12261,Health education,,,47,Health - General,44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,58648,U.S. Peace Corps Volunteer Pre-Service Training,"All costs incurred for pre-Service training of volunteers in Ecuador including pre-service training in the U.S., pre-departure staging costs, and pre-service training overseas.",,,,2,Obligations,2022,104707,101097
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013075,Metrica Inc.,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,103816,Technical Assistance for Technical Assistance for Banking & Financial Services - Ecuador,Technical Assistance for Technical Assistance for Banking & Financial Services - Ecuador,OTA1000000080,,,2,Obligations,2022,103211,99654
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,1,Government,Government - United States,1,1000004,U.S. Government - Department of State,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104140,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador IFT,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador IFT,OTA4000000082,,,2,Obligations,2022,96901,93562
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,1,Government,Government - United States,1,1000004,U.S. Government - Department of State,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,104134,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador 01,Technical Assistance for Technical Assistance for Government Debt & Infrastructure Finance - Ecuador 01,OTA4000000081,,,2,Obligations,2022,86572,83588
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,8,Enterprises,Enterprises - United States,19,3990208,Enterprise - United States Redacted,5,Economic Growth,250,Business and Other Services,25010,Business Policy and Administation,,,41,Direct Administrative Costs,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,163296,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,AID-OAA-C-17-00066,2017-08-28,2023-08-27,2,Obligations,2022,85727,82772
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,1,Government,Government - United States,1,1000004,U.S. Government - Department of State,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,155642,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,81828,79007
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,9,FS,Forest Service,3,NGO,NGO - United States,5,4016235,"International Cryosphere Climate Initiative, Inc.",6,Agriculture,310,Agriculture,31281,Forestry education/training,,,35,Natural Resources and Biodiversity,86,12x1105,"State and Private Forestry, Forest Service",5,Department of Agriculture,AGR,1,Economic,4,Technical Assistance,197518,FIRE FREE AGRICULTURE ECUADOR,"To extend Forest Service efforts to improve forest policies and practices internationally, address climate change, conserve and protect critical global forest environments and resources, and improve the lives of forest-dependent peoples by awarding grants to and entering into cooperative agreements with nonprofit organizations, multilateral organizations, and other individuals, organizations, institutions, and governments engaged in forest conservation and management.",22DG11132762059,,2022-09-30,2,Obligations,2022,58000,56001
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,16,PC,Peace Corps,108,IAP,Inter America & the Pacific,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,2,Health and Population,122,Basic Health,12261,Health education,,,47,Health - General,44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,58476,U.S. Peace Corps Volunteer Medical Support,"All costs associated with the medical support of volunteers in Ecuador. Includes costs of medical staff and care, staff and Volunteer medical-related travel, Volunteer medevac accompaniment travel, medical supplies, and distinct medical unit costs.",,,,2,Obligations,2022,57900,55905
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,156010,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,55798,53875
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,8,Enterprises,Enterprises - United States,19,4013072,Personal Services Contractors - Treasury,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,103819,Technical Assistance for Technical Assistance for Banking & Financial Services - Ecuador 02,Technical Assistance for Technical Assistance for Banking & Financial Services - Ecuador 02,OTA1000000087,,,2,Obligations,2022,54234,52365
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,16,PC,Peace Corps,108,IAP,Inter America & the Pacific,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,1,Education,111,"Education, Level Unspecified",11110,Education policy and administrative management,,,22,"Policies, Regulations, and Systems",44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,58847,U.S. Peace Corps Volunteer Safety and Security,"Volunteer safety and security costs in Ecuador directly associated with Volunteer and staff safety (preparedness and training), and the physical security of Peace Corps-leased properties.  Includes guard services, security staff, security-related travel, supplies, equipment, physical property upgrades, and the Office of Safety and Security.",,,,2,Obligations,2022,53103,51272
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,1,Government,Government - United States,1,1000005,U.S. Government - Department of Treasury,3,Governance,151,Government and Civil Society,15111,Public finance management,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,102332,Technical Assistance for Economic Crimes - Ecuador,"Assist the Government of Ecuador (GoE) to improve effective implementation of its anti-money laundering and countering the financing of terrorism (AML/CFT) regime. Capacity building activities will focus on (1) helping the Ecuadorian financial intelligence unit (FIU), the Financial and Economic Analysis Unit (UAFE), to improve its ability to receive, analyze and disseminate financial intelligence; (2) supporting regulatory authorities to conduct effective risk-based AML/CFT supervision of the financial and non-financial sectors; and 3) assisting relevant stakeholders to improve their capacity to investigate and prosecute money laundering and related crimes, including successful forfeiture and management of illicit proceeds.",OTA3000000001,,,2,Obligations,2022,49103,47410
218,ECU,Ecuador,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,4,TREAS,Department of the Treasury,39,TIA,Office of Technical Assistance,1,Government,Government - United States,1,1000005,U.S. Government - Department of Treasury,3,Governance,151,Government and Civil Society,15114,Domestic revenue mobilisation,,,25,Macroeconomic Foundation for Growth,75,20x1045,International Affairs Technical Assistance,4,Department of the Treasury,TREAS,1,Economic,4,Technical Assistance,103407,Technical Assistance for Revenue Administration and Revenue Policy - Ecuador,"The goal of this project is to support the Ecuador's efforts to increase domestic resource mobilization -- which is part of the GoE's broader economic reform objectives -- by building SRI's capacity in key operational areas of tax administration, including: 1) audit quality review; 2) specialized sector audit; 3) data management and analysis; 4) internal audit and internal investigations; 5) project management and change management; 6) human resources; and, 7) transfer pricing.",OTA5000000063,,,2,Obligations,2022,41899,40453
