,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount,country_year,country_year_indicator,country_year_indicator_agency
1132,El Salvador,2019,u5mr,Under-five mortality rate,-1.35,MCC,22106961,El Salvador_2019,El Salvador_2019_u5mr,El Salvador_2019_u5mr_MCC
1133,El Salvador,2019,u5mr,Under-five mortality rate,-1.35,STATE,554166,El Salvador_2019,El Salvador_2019_u5mr,El Salvador_2019_u5mr_STATE
1134,El Salvador,2019,u5mr,Under-five mortality rate,-1.35,TREAS,39897,El Salvador_2019,El Salvador_2019_u5mr,El Salvador_2019_u5mr_TREAS
1135,El Salvador,2019,u5mr,Under-five mortality rate,-1.35,USAID,73193503,El Salvador_2019,El Salvador_2019_u5mr,El Salvador_2019_u5mr_USAID
1136,El Salvador,2020,life,Life Expectancy,76.2,IAF,2224009,El Salvador_2020,El Salvador_2020_life,El Salvador_2020_life_IAF
1137,El Salvador,2020,life,Life Expectancy,76.2,MCC,13791813,El Salvador_2020,El Salvador_2020_life,El Salvador_2020_life_MCC
1138,El Salvador,2020,life,Life Expectancy,76.2,STATE,37423381,El Salvador_2020,El Salvador_2020_life,El Salvador_2020_life_STATE
1139,El Salvador,2020,life,Life Expectancy,76.2,USAID,50612717,El Salvador_2020,El Salvador_2020_life,El Salvador_2020_life_USAID
1140,El Salvador,2020,u5mr,Under-five mortality rate,-1.2999999999999998,IAF,2224009,El Salvador_2020,El Salvador_2020_u5mr,El Salvador_2020_u5mr_IAF
1141,El Salvador,2020,u5mr,Under-five mortality rate,-1.2999999999999998,MCC,13791813,El Salvador_2020,El Salvador_2020_u5mr,El Salvador_2020_u5mr_MCC
1142,El Salvador,2020,u5mr,Under-five mortality rate,-1.2999999999999998,STATE,37423381,El Salvador_2020,El Salvador_2020_u5mr,El Salvador_2020_u5mr_STATE
1143,El Salvador,2020,u5mr,Under-five mortality rate,-1.2999999999999998,USAID,50612717,El Salvador_2020,El Salvador_2020_u5mr,El Salvador_2020_u5mr_USAID
1144,Ethiopia,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,109087103,Ethiopia_2002,Ethiopia_2002_alcohol,Ethiopia_2002_alcohol_AGR
1145,Ethiopia,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,8523864,Ethiopia_2002,Ethiopia_2002_alcohol,Ethiopia_2002_alcohol_HHS
1146,Ethiopia,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,3430979,Ethiopia_2002,Ethiopia_2002_alcohol,Ethiopia_2002_alcohol_STATE
1147,Ethiopia,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,690526,Ethiopia_2002,Ethiopia_2002_alcohol,Ethiopia_2002_alcohol_TREAS
1148,Ethiopia,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,87431600,Ethiopia_2002,Ethiopia_2002_alcohol,Ethiopia_2002_alcohol_USAID
1149,Ethiopia,2002,hh,Population using safely managed drinking water services (%),17.5,AGR,109087103,Ethiopia_2002,Ethiopia_2002_hh,Ethiopia_2002_hh_AGR
1150,Ethiopia,2002,hh,Population using safely managed drinking water services (%),17.5,HHS,8523864,Ethiopia_2002,Ethiopia_2002_hh,Ethiopia_2002_hh_HHS
1151,Ethiopia,2002,hh,Population using safely managed drinking water services (%),17.5,STATE,3430979,Ethiopia_2002,Ethiopia_2002_hh,Ethiopia_2002_hh_STATE
1152,Ethiopia,2002,hh,Population using safely managed drinking water services (%),17.5,TREAS,690526,Ethiopia_2002,Ethiopia_2002_hh,Ethiopia_2002_hh_TREAS
1153,Ethiopia,2002,hh,Population using safely managed drinking water services (%),17.5,USAID,87431600,Ethiopia_2002,Ethiopia_2002_hh,Ethiopia_2002_hh_USAID
1154,Ethiopia,2002,life,Life Expectancy,55.0,AGR,109087103,Ethiopia_2002,Ethiopia_2002_life,Ethiopia_2002_life_AGR
1155,Ethiopia,2002,life,Life Expectancy,55.0,HHS,8523864,Ethiopia_2002,Ethiopia_2002_life,Ethiopia_2002_life_HHS
1156,Ethiopia,2002,life,Life Expectancy,55.0,STATE,3430979,Ethiopia_2002,Ethiopia_2002_life,Ethiopia_2002_life_STATE
1157,Ethiopia,2002,life,Life Expectancy,55.0,TREAS,690526,Ethiopia_2002,Ethiopia_2002_life,Ethiopia_2002_life_TREAS
1158,Ethiopia,2002,life,Life Expectancy,55.0,USAID,87431600,Ethiopia_2002,Ethiopia_2002_life,Ethiopia_2002_life_USAID
1159,Ethiopia,2002,obesitya,Obesity prevalence among adults (%),-2.0,AGR,109087103,Ethiopia_2002,Ethiopia_2002_obesitya,Ethiopia_2002_obesitya_AGR
1160,Ethiopia,2002,obesitya,Obesity prevalence among adults (%),-2.0,HHS,8523864,Ethiopia_2002,Ethiopia_2002_obesitya,Ethiopia_2002_obesitya_HHS
1161,Ethiopia,2002,obesitya,Obesity prevalence among adults (%),-2.0,STATE,3430979,Ethiopia_2002,Ethiopia_2002_obesitya,Ethiopia_2002_obesitya_STATE
1162,Ethiopia,2002,obesitya,Obesity prevalence among adults (%),-2.0,TREAS,690526,Ethiopia_2002,Ethiopia_2002_obesitya,Ethiopia_2002_obesitya_TREAS
1163,Ethiopia,2002,obesitya,Obesity prevalence among adults (%),-2.0,USAID,87431600,Ethiopia_2002,Ethiopia_2002_obesitya,Ethiopia_2002_obesitya_USAID
1164,Ethiopia,2002,u5mr,Under-five mortality rate,-12.8,AGR,109087103,Ethiopia_2002,Ethiopia_2002_u5mr,Ethiopia_2002_u5mr_AGR
1165,Ethiopia,2002,u5mr,Under-five mortality rate,-12.8,HHS,8523864,Ethiopia_2002,Ethiopia_2002_u5mr,Ethiopia_2002_u5mr_HHS
1166,Ethiopia,2002,u5mr,Under-five mortality rate,-12.8,STATE,3430979,Ethiopia_2002,Ethiopia_2002_u5mr,Ethiopia_2002_u5mr_STATE
1167,Ethiopia,2002,u5mr,Under-five mortality rate,-12.8,TREAS,690526,Ethiopia_2002,Ethiopia_2002_u5mr,Ethiopia_2002_u5mr_TREAS
1168,Ethiopia,2002,u5mr,Under-five mortality rate,-12.8,USAID,87431600,Ethiopia_2002,Ethiopia_2002_u5mr,Ethiopia_2002_u5mr_USAID
1169,Ethiopia,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,507936523,Ethiopia_2003,Ethiopia_2003_alcohol,Ethiopia_2003_alcohol_AGR
1170,Ethiopia,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,15360601,Ethiopia_2003,Ethiopia_2003_alcohol,Ethiopia_2003_alcohol_HHS
1171,Ethiopia,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,162073187,Ethiopia_2003,Ethiopia_2003_alcohol,Ethiopia_2003_alcohol_STATE
1172,Ethiopia,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,137298,Ethiopia_2003,Ethiopia_2003_alcohol,Ethiopia_2003_alcohol_TDA
1173,Ethiopia,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,689180,Ethiopia_2003,Ethiopia_2003_alcohol,Ethiopia_2003_alcohol_TREAS
1174,Ethiopia,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,153811589,Ethiopia_2003,Ethiopia_2003_alcohol,Ethiopia_2003_alcohol_USAID
1175,Ethiopia,2003,hh,Population using safely managed drinking water services (%),18.0,AGR,507936523,Ethiopia_2003,Ethiopia_2003_hh,Ethiopia_2003_hh_AGR
1176,Ethiopia,2003,hh,Population using safely managed drinking water services (%),18.0,HHS,15360601,Ethiopia_2003,Ethiopia_2003_hh,Ethiopia_2003_hh_HHS
1177,Ethiopia,2003,hh,Population using safely managed drinking water services (%),18.0,STATE,162073187,Ethiopia_2003,Ethiopia_2003_hh,Ethiopia_2003_hh_STATE
1178,Ethiopia,2003,hh,Population using safely managed drinking water services (%),18.0,TDA,137298,Ethiopia_2003,Ethiopia_2003_hh,Ethiopia_2003_hh_TDA
1179,Ethiopia,2003,hh,Population using safely managed drinking water services (%),18.0,TREAS,689180,Ethiopia_2003,Ethiopia_2003_hh,Ethiopia_2003_hh_TREAS
1180,Ethiopia,2003,hh,Population using safely managed drinking water services (%),18.0,USAID,153811589,Ethiopia_2003,Ethiopia_2003_hh,Ethiopia_2003_hh_USAID
1181,Ethiopia,2003,life,Life Expectancy,55.9,AGR,507936523,Ethiopia_2003,Ethiopia_2003_life,Ethiopia_2003_life_AGR
1182,Ethiopia,2003,life,Life Expectancy,55.9,HHS,15360601,Ethiopia_2003,Ethiopia_2003_life,Ethiopia_2003_life_HHS
1183,Ethiopia,2003,life,Life Expectancy,55.9,STATE,162073187,Ethiopia_2003,Ethiopia_2003_life,Ethiopia_2003_life_STATE
1184,Ethiopia,2003,life,Life Expectancy,55.9,TDA,137298,Ethiopia_2003,Ethiopia_2003_life,Ethiopia_2003_life_TDA
1185,Ethiopia,2003,life,Life Expectancy,55.9,TREAS,689180,Ethiopia_2003,Ethiopia_2003_life,Ethiopia_2003_life_TREAS
1186,Ethiopia,2003,life,Life Expectancy,55.9,USAID,153811589,Ethiopia_2003,Ethiopia_2003_life,Ethiopia_2003_life_USAID
1187,Ethiopia,2003,obesitya,Obesity prevalence among adults (%),-2.0,AGR,507936523,Ethiopia_2003,Ethiopia_2003_obesitya,Ethiopia_2003_obesitya_AGR
1188,Ethiopia,2003,obesitya,Obesity prevalence among adults (%),-2.0,HHS,15360601,Ethiopia_2003,Ethiopia_2003_obesitya,Ethiopia_2003_obesitya_HHS
1189,Ethiopia,2003,obesitya,Obesity prevalence among adults (%),-2.0,STATE,162073187,Ethiopia_2003,Ethiopia_2003_obesitya,Ethiopia_2003_obesitya_STATE
1190,Ethiopia,2003,obesitya,Obesity prevalence among adults (%),-2.0,TDA,137298,Ethiopia_2003,Ethiopia_2003_obesitya,Ethiopia_2003_obesitya_TDA
1191,Ethiopia,2003,obesitya,Obesity prevalence among adults (%),-2.0,TREAS,689180,Ethiopia_2003,Ethiopia_2003_obesitya,Ethiopia_2003_obesitya_TREAS
1192,Ethiopia,2003,obesitya,Obesity prevalence among adults (%),-2.0,USAID,153811589,Ethiopia_2003,Ethiopia_2003_obesitya,Ethiopia_2003_obesitya_USAID
1193,Ethiopia,2003,u5mr,Under-five mortality rate,-12.2,AGR,507936523,Ethiopia_2003,Ethiopia_2003_u5mr,Ethiopia_2003_u5mr_AGR
1194,Ethiopia,2003,u5mr,Under-five mortality rate,-12.2,HHS,15360601,Ethiopia_2003,Ethiopia_2003_u5mr,Ethiopia_2003_u5mr_HHS
1195,Ethiopia,2003,u5mr,Under-five mortality rate,-12.2,STATE,162073187,Ethiopia_2003,Ethiopia_2003_u5mr,Ethiopia_2003_u5mr_STATE
1196,Ethiopia,2003,u5mr,Under-five mortality rate,-12.2,TDA,137298,Ethiopia_2003,Ethiopia_2003_u5mr,Ethiopia_2003_u5mr_TDA
1197,Ethiopia,2003,u5mr,Under-five mortality rate,-12.2,TREAS,689180,Ethiopia_2003,Ethiopia_2003_u5mr,Ethiopia_2003_u5mr_TREAS
1198,Ethiopia,2003,u5mr,Under-five mortality rate,-12.2,USAID,153811589,Ethiopia_2003,Ethiopia_2003_u5mr,Ethiopia_2003_u5mr_USAID
1199,Ethiopia,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,342490026,Ethiopia_2004,Ethiopia_2004_alcohol,Ethiopia_2004_alcohol_AGR
1200,Ethiopia,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,11250456,Ethiopia_2004,Ethiopia_2004_alcohol,Ethiopia_2004_alcohol_HHS
1201,Ethiopia,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,20645789,Ethiopia_2004,Ethiopia_2004_alcohol,Ethiopia_2004_alcohol_STATE
1202,Ethiopia,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,63341,Ethiopia_2004,Ethiopia_2004_alcohol,Ethiopia_2004_alcohol_TDA
1203,Ethiopia,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,807646,Ethiopia_2004,Ethiopia_2004_alcohol,Ethiopia_2004_alcohol_TREAS
1204,Ethiopia,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,118306493,Ethiopia_2004,Ethiopia_2004_alcohol,Ethiopia_2004_alcohol_USAID
1205,Ethiopia,2004,hh,Population using safely managed drinking water services (%),18.0,AGR,342490026,Ethiopia_2004,Ethiopia_2004_hh,Ethiopia_2004_hh_AGR
1206,Ethiopia,2004,hh,Population using safely managed drinking water services (%),18.0,HHS,11250456,Ethiopia_2004,Ethiopia_2004_hh,Ethiopia_2004_hh_HHS
1207,Ethiopia,2004,hh,Population using safely managed drinking water services (%),18.0,STATE,20645789,Ethiopia_2004,Ethiopia_2004_hh,Ethiopia_2004_hh_STATE
1208,Ethiopia,2004,hh,Population using safely managed drinking water services (%),18.0,TDA,63341,Ethiopia_2004,Ethiopia_2004_hh,Ethiopia_2004_hh_TDA
1209,Ethiopia,2004,hh,Population using safely managed drinking water services (%),18.0,TREAS,807646,Ethiopia_2004,Ethiopia_2004_hh,Ethiopia_2004_hh_TREAS
1210,Ethiopia,2004,hh,Population using safely managed drinking water services (%),18.0,USAID,118306493,Ethiopia_2004,Ethiopia_2004_hh,Ethiopia_2004_hh_USAID
1211,Ethiopia,2004,life,Life Expectancy,57.0,AGR,342490026,Ethiopia_2004,Ethiopia_2004_life,Ethiopia_2004_life_AGR
1212,Ethiopia,2004,life,Life Expectancy,57.0,HHS,11250456,Ethiopia_2004,Ethiopia_2004_life,Ethiopia_2004_life_HHS
1213,Ethiopia,2004,life,Life Expectancy,57.0,STATE,20645789,Ethiopia_2004,Ethiopia_2004_life,Ethiopia_2004_life_STATE
1214,Ethiopia,2004,life,Life Expectancy,57.0,TDA,63341,Ethiopia_2004,Ethiopia_2004_life,Ethiopia_2004_life_TDA
1215,Ethiopia,2004,life,Life Expectancy,57.0,TREAS,807646,Ethiopia_2004,Ethiopia_2004_life,Ethiopia_2004_life_TREAS
1216,Ethiopia,2004,life,Life Expectancy,57.0,USAID,118306493,Ethiopia_2004,Ethiopia_2004_life,Ethiopia_2004_life_USAID
1217,Ethiopia,2004,obesitya,Obesity prevalence among adults (%),-2.0,AGR,342490026,Ethiopia_2004,Ethiopia_2004_obesitya,Ethiopia_2004_obesitya_AGR
1218,Ethiopia,2004,obesitya,Obesity prevalence among adults (%),-2.0,HHS,11250456,Ethiopia_2004,Ethiopia_2004_obesitya,Ethiopia_2004_obesitya_HHS
1219,Ethiopia,2004,obesitya,Obesity prevalence among adults (%),-2.0,STATE,20645789,Ethiopia_2004,Ethiopia_2004_obesitya,Ethiopia_2004_obesitya_STATE
1220,Ethiopia,2004,obesitya,Obesity prevalence among adults (%),-2.0,TDA,63341,Ethiopia_2004,Ethiopia_2004_obesitya,Ethiopia_2004_obesitya_TDA
1221,Ethiopia,2004,obesitya,Obesity prevalence among adults (%),-2.0,TREAS,807646,Ethiopia_2004,Ethiopia_2004_obesitya,Ethiopia_2004_obesitya_TREAS
1222,Ethiopia,2004,obesitya,Obesity prevalence among adults (%),-2.0,USAID,118306493,Ethiopia_2004,Ethiopia_2004_obesitya,Ethiopia_2004_obesitya_USAID
1223,Ethiopia,2004,u5mr,Under-five mortality rate,-11.5,AGR,342490026,Ethiopia_2004,Ethiopia_2004_u5mr,Ethiopia_2004_u5mr_AGR
1224,Ethiopia,2004,u5mr,Under-five mortality rate,-11.5,HHS,11250456,Ethiopia_2004,Ethiopia_2004_u5mr,Ethiopia_2004_u5mr_HHS
1225,Ethiopia,2004,u5mr,Under-five mortality rate,-11.5,STATE,20645789,Ethiopia_2004,Ethiopia_2004_u5mr,Ethiopia_2004_u5mr_STATE
1226,Ethiopia,2004,u5mr,Under-five mortality rate,-11.5,TDA,63341,Ethiopia_2004,Ethiopia_2004_u5mr,Ethiopia_2004_u5mr_TDA
1227,Ethiopia,2004,u5mr,Under-five mortality rate,-11.5,TREAS,807646,Ethiopia_2004,Ethiopia_2004_u5mr,Ethiopia_2004_u5mr_TREAS
1228,Ethiopia,2004,u5mr,Under-five mortality rate,-11.5,USAID,118306493,Ethiopia_2004,Ethiopia_2004_u5mr,Ethiopia_2004_u5mr_USAID
1229,Ethiopia,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,AGR,610931448,Ethiopia_2005,Ethiopia_2005_alcohol,Ethiopia_2005_alcohol_AGR
1230,Ethiopia,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,HHS,12780745,Ethiopia_2005,Ethiopia_2005_alcohol,Ethiopia_2005_alcohol_HHS
1231,Ethiopia,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,STATE,61192857,Ethiopia_2005,Ethiopia_2005_alcohol,Ethiopia_2005_alcohol_STATE
1232,Ethiopia,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,TDA,106753,Ethiopia_2005,Ethiopia_2005_alcohol,Ethiopia_2005_alcohol_TDA
1233,Ethiopia,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,TREAS,417973,Ethiopia_2005,Ethiopia_2005_alcohol,Ethiopia_2005_alcohol_TREAS
1234,Ethiopia,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,USAID,195714857,Ethiopia_2005,Ethiopia_2005_alcohol,Ethiopia_2005_alcohol_USAID
1235,Ethiopia,2005,hh,Population using safely managed drinking water services (%),18.5,AGR,610931448,Ethiopia_2005,Ethiopia_2005_hh,Ethiopia_2005_hh_AGR
1236,Ethiopia,2005,hh,Population using safely managed drinking water services (%),18.5,HHS,12780745,Ethiopia_2005,Ethiopia_2005_hh,Ethiopia_2005_hh_HHS
1237,Ethiopia,2005,hh,Population using safely managed drinking water services (%),18.5,STATE,61192857,Ethiopia_2005,Ethiopia_2005_hh,Ethiopia_2005_hh_STATE
1238,Ethiopia,2005,hh,Population using safely managed drinking water services (%),18.5,TDA,106753,Ethiopia_2005,Ethiopia_2005_hh,Ethiopia_2005_hh_TDA
1239,Ethiopia,2005,hh,Population using safely managed drinking water services (%),18.5,TREAS,417973,Ethiopia_2005,Ethiopia_2005_hh,Ethiopia_2005_hh_TREAS
1240,Ethiopia,2005,hh,Population using safely managed drinking water services (%),18.5,USAID,195714857,Ethiopia_2005,Ethiopia_2005_hh,Ethiopia_2005_hh_USAID
1241,Ethiopia,2005,life,Life Expectancy,58.2,AGR,610931448,Ethiopia_2005,Ethiopia_2005_life,Ethiopia_2005_life_AGR
1242,Ethiopia,2005,life,Life Expectancy,58.2,HHS,12780745,Ethiopia_2005,Ethiopia_2005_life,Ethiopia_2005_life_HHS
1243,Ethiopia,2005,life,Life Expectancy,58.2,STATE,61192857,Ethiopia_2005,Ethiopia_2005_life,Ethiopia_2005_life_STATE
1244,Ethiopia,2005,life,Life Expectancy,58.2,TDA,106753,Ethiopia_2005,Ethiopia_2005_life,Ethiopia_2005_life_TDA
1245,Ethiopia,2005,life,Life Expectancy,58.2,TREAS,417973,Ethiopia_2005,Ethiopia_2005_life,Ethiopia_2005_life_TREAS
1246,Ethiopia,2005,life,Life Expectancy,58.2,USAID,195714857,Ethiopia_2005,Ethiopia_2005_life,Ethiopia_2005_life_USAID
1247,Ethiopia,2005,obesitya,Obesity prevalence among adults (%),-2.0,AGR,610931448,Ethiopia_2005,Ethiopia_2005_obesitya,Ethiopia_2005_obesitya_AGR
1248,Ethiopia,2005,obesitya,Obesity prevalence among adults (%),-2.0,HHS,12780745,Ethiopia_2005,Ethiopia_2005_obesitya,Ethiopia_2005_obesitya_HHS
1249,Ethiopia,2005,obesitya,Obesity prevalence among adults (%),-2.0,STATE,61192857,Ethiopia_2005,Ethiopia_2005_obesitya,Ethiopia_2005_obesitya_STATE
1250,Ethiopia,2005,obesitya,Obesity prevalence among adults (%),-2.0,TDA,106753,Ethiopia_2005,Ethiopia_2005_obesitya,Ethiopia_2005_obesitya_TDA
1251,Ethiopia,2005,obesitya,Obesity prevalence among adults (%),-2.0,TREAS,417973,Ethiopia_2005,Ethiopia_2005_obesitya,Ethiopia_2005_obesitya_TREAS
1252,Ethiopia,2005,obesitya,Obesity prevalence among adults (%),-2.0,USAID,195714857,Ethiopia_2005,Ethiopia_2005_obesitya,Ethiopia_2005_obesitya_USAID
1253,Ethiopia,2005,u5mr,Under-five mortality rate,-11.65,AGR,610931448,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_AGR
1254,Ethiopia,2005,u5mr,Under-five mortality rate,-10.850000000000001,AGR,610931448,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_AGR
1255,Ethiopia,2005,u5mr,Under-five mortality rate,-10.850000000000001,HHS,12780745,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_HHS
1256,Ethiopia,2005,u5mr,Under-five mortality rate,-11.65,HHS,12780745,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_HHS
1257,Ethiopia,2005,u5mr,Under-five mortality rate,-11.65,STATE,61192857,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_STATE
1258,Ethiopia,2005,u5mr,Under-five mortality rate,-10.850000000000001,STATE,61192857,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_STATE
1259,Ethiopia,2005,u5mr,Under-five mortality rate,-10.850000000000001,TDA,106753,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_TDA
1260,Ethiopia,2005,u5mr,Under-five mortality rate,-11.65,TDA,106753,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_TDA
1261,Ethiopia,2005,u5mr,Under-five mortality rate,-11.65,TREAS,417973,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_TREAS
1262,Ethiopia,2005,u5mr,Under-five mortality rate,-10.850000000000001,TREAS,417973,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_TREAS
1263,Ethiopia,2005,u5mr,Under-five mortality rate,-11.65,USAID,195714857,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_USAID
1264,Ethiopia,2005,u5mr,Under-five mortality rate,-10.850000000000001,USAID,195714857,Ethiopia_2005,Ethiopia_2005_u5mr,Ethiopia_2005_u5mr_USAID
1265,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,AGR,190184814,Ethiopia_2006,Ethiopia_2006_alcohol,Ethiopia_2006_alcohol_AGR
1266,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,HHS,10838506,Ethiopia_2006,Ethiopia_2006_alcohol,Ethiopia_2006_alcohol_HHS
1267,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,STATE,90731274,Ethiopia_2006,Ethiopia_2006_alcohol,Ethiopia_2006_alcohol_STATE
1268,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,TDA,566141,Ethiopia_2006,Ethiopia_2006_alcohol,Ethiopia_2006_alcohol_TDA
1269,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,TREAS,473996,Ethiopia_2006,Ethiopia_2006_alcohol,Ethiopia_2006_alcohol_TREAS
1270,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,USAID,109483525,Ethiopia_2006,Ethiopia_2006_alcohol,Ethiopia_2006_alcohol_USAID
1271,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,AGR,190184814,Ethiopia_2006,Ethiopia_2006_hh,Ethiopia_2006_hh_AGR
1272,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,HHS,10838506,Ethiopia_2006,Ethiopia_2006_hh,Ethiopia_2006_hh_HHS
1273,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,STATE,90731274,Ethiopia_2006,Ethiopia_2006_hh,Ethiopia_2006_hh_STATE
1274,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,TDA,566141,Ethiopia_2006,Ethiopia_2006_hh,Ethiopia_2006_hh_TDA
1275,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,TREAS,473996,Ethiopia_2006,Ethiopia_2006_hh,Ethiopia_2006_hh_TREAS
1276,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,USAID,109483525,Ethiopia_2006,Ethiopia_2006_hh,Ethiopia_2006_hh_USAID
1277,Ethiopia,2006,life,Life Expectancy,59.5,AGR,190184814,Ethiopia_2006,Ethiopia_2006_life,Ethiopia_2006_life_AGR
1278,Ethiopia,2006,life,Life Expectancy,59.5,HHS,10838506,Ethiopia_2006,Ethiopia_2006_life,Ethiopia_2006_life_HHS
1279,Ethiopia,2006,life,Life Expectancy,59.5,STATE,90731274,Ethiopia_2006,Ethiopia_2006_life,Ethiopia_2006_life_STATE
1280,Ethiopia,2006,life,Life Expectancy,59.5,TDA,566141,Ethiopia_2006,Ethiopia_2006_life,Ethiopia_2006_life_TDA
1281,Ethiopia,2006,life,Life Expectancy,59.5,TREAS,473996,Ethiopia_2006,Ethiopia_2006_life,Ethiopia_2006_life_TREAS
1282,Ethiopia,2006,life,Life Expectancy,59.5,USAID,109483525,Ethiopia_2006,Ethiopia_2006_life,Ethiopia_2006_life_USAID
1283,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,AGR,190184814,Ethiopia_2006,Ethiopia_2006_obesitya,Ethiopia_2006_obesitya_AGR
1284,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,HHS,10838506,Ethiopia_2006,Ethiopia_2006_obesitya,Ethiopia_2006_obesitya_HHS
1285,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,STATE,90731274,Ethiopia_2006,Ethiopia_2006_obesitya,Ethiopia_2006_obesitya_STATE
1286,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,TDA,566141,Ethiopia_2006,Ethiopia_2006_obesitya,Ethiopia_2006_obesitya_TDA
1287,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,TREAS,473996,Ethiopia_2006,Ethiopia_2006_obesitya,Ethiopia_2006_obesitya_TREAS
1288,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,USAID,109483525,Ethiopia_2006,Ethiopia_2006_obesitya,Ethiopia_2006_obesitya_USAID
1289,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,AGR,190184814,Ethiopia_2006,Ethiopia_2006_u5mr,Ethiopia_2006_u5mr_AGR
1290,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,HHS,10838506,Ethiopia_2006,Ethiopia_2006_u5mr,Ethiopia_2006_u5mr_HHS
1291,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,STATE,90731274,Ethiopia_2006,Ethiopia_2006_u5mr,Ethiopia_2006_u5mr_STATE
